"input_number","input","target_number","target","name","description","namespace"
922,"YDL205C","922.1","YDL205C","HEM3","Porphobilinogen deaminase; catalyzes the conversion of 4-porphobilinogen to hydroxymethylbilane, the third step in heme biosynthesis; localizes to the cytoplasm and nucleus; expression is regulated by Hap2p-Hap3p, but not by levels of heme; human homolog HMBS can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid [Source:SGD;Acc:S000002364]","ENSG,ENSP"
923,"YDL206W","923.1","YDL206W","YDL206W","Putative protein of unknown function; YDL206W is not an essential protein [Source:SGD;Acc:S000002365]","ENSG,ENSP"
924,"YDL207W","924.1","YDL207W","GLE1","Cytoplasmic nucleoporin required for polyadenylated mRNA export; contains a nuclear export signal; when bound to inositol hexakisphosphate (IP6), functions as an activator for the Dbp5p ATPase activity at the nuclear pore complex during mRNA export; mediates translation initiation; required for efficient translation termination [Source:SGD;Acc:S000002366]","ENSG,ENSP"
925,"YDL208W","925.1","YDL208W","NHP2","Protein related to mammalian high mobility group (HMG) proteins; nuclear protein; essential for function of H/ACA-type snoRNPs, which are involved in 18S rRNA processing [Source:SGD;Acc:S000002367]","ENSG,ENSP"
926,"YDL209C","926.1","YDL209C","CWC2","Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2 [Source:SGD;Acc:S000002368]","ENSG,ENSP"
927,"YDL210W","927.1","YDL210W","UGA4","GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane [Source:SGD;Acc:S000002369]","ENSG,ENSP"
928,"YDL211C","928.1","YDL211C","YDL211C","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YDL211C has a paralog, TDA7, that arose from the whole genome duplication [Source:SGD;Acc:S000002370]","ENSG,ENSP"
929,"YDL212W","929.1","YDL212W","SHR3","Endoplasmic reticulum packaging chaperone; required for incorporation of amino acid permeases into COPII coated vesicles for transport to the cell surface [Source:SGD;Acc:S000002371]","ENSG,ENSP"
930,"YDL213C","930.1","YDL213C","NOP6","rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes [Source:SGD;Acc:S000002372]","ENSG,ENSP"
931,"YDL214C","931.1","YDL214C","PRR2","Serine/threonine protein kinase; inhibits pheromone induced signalling downstream of MAPK, possibly at the level of the Ste12p transcription factor; mutant has increased aneuploidy tolerance; PRR2 has a paralog, NPR1, that arose from the whole genome duplication [Source:SGD;Acc:S000002373]","ENSG,ENSP"
932,"YDL215C","932.1","YDL215C","GDH2","NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis [Source:SGD;Acc:S000002374]","ENSG,ENSP"
933,"YDL216C","933.1","YDL216C","RRI1","Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism, and ergosterol biosynthesis [Source:SGD;Acc:S000002375]","ENSG,ENSP"
934,"YDL217C","934.1","YDL217C","TIM22","Essential core component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane; forms the channel through which proteins are imported [Source:SGD;Acc:S000002376]","ENSG,ENSP"
935,"YDL218W","935.1","YDL218W","YDL218W","Putative protein of unknown function; YDL218W transcription is regulated by Azf1p and induced by starvation and aerobic conditions; expression also induced in cells treated with the mycotoxin patulin [Source:SGD;Acc:S000002377]","ENSG,ENSP"
936,"YDL219W","936.1","YDL219W","DTD1","D-Tyr-tRNA(Tyr) deacylase; functions in protein translation, may affect nonsense suppression via alteration of the protein synthesis machinery; ubiquitous among eukaryotes [Source:SGD;Acc:S000002378]","ENSG,ENSP"
937,"YDL220C","937.1","YDL220C","CDC13","Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase, telomere end protection, conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes, essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle [Source:SGD;Acc:S000002379]","ENSG,ENSP"
938,"YDL221W","938.1","YDL221W","YDL221W","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the 3' end of essential gene CDC13 [Source:SGD;Acc:S000002380]","ENSG,ENSP"
939,"YDL222C","939.1","YDL222C","FMP45","Integral membrane protein localized to mitochondria; required for sporulation and maintaining sphingolipid content; similar to SUR7; FMP45 has a paralog, YNL194C, that arose from the whole genome duplication [Source:SGD;Acc:S000002381]","ENSG,ENSP"
940,"YDL223C","940.1","YDL223C","HBT1","Shmoo tip protein, substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog, YNL195C, that arose from the whole genome duplication [Source:SGD;Acc:S000002382]","ENSG,ENSP"
941,"YDL224C","941.1","YDL224C","WHI4","Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog, WHI3, that arose from the whole genome duplication [Source:SGD;Acc:S000002383]","ENSG,ENSP"
942,"YDL225W","942.1","YDL225W","SHS1","Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck, which in turn is required for Myo1p recruitment and cytokinesis; undergoes sumoylation and phosphorylation during mitosis; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002384]","ENSG,ENSP"
943,"YDL226C","943.1","YDL226C","GCS1","ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog, SPS18, that arose from the whole genome duplication [Source:SGD;Acc:S000002385]","ENSG,ENSP"
944,"YDL227C","944.1","YDL227C","HO","Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p, Swi5p, and Ash1p [Source:SGD;Acc:S000002386]","ENSG,ENSP"
945,"YDL228C","945.1","YDL228C","YDL228C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene SSB1 [Source:SGD;Acc:S000002387]","ENSG,ENSP"
946,"YDL229W","946.1","YDL229W","SSB1","Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in folding of newly-made polypeptide chains; member of the HSP70 family; interacts with phosphatase subunit Reg1p; SSB1 has a paralog, SSB2, that arose from the whole genome duplication [Source:SGD;Acc:S000002388]","ENSG,ENSP"
947,"YDL230W","947.1","YDL230W","PTP1","Phosphotyrosine-specific protein phosphatase; dephosphorylates a broad range of substrates in vivo, including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation [Source:SGD;Acc:S000002389]","ENSG,ENSP"
948,"YDL231C","948.1","YDL231C","BRE4","Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A, a drug which is known to affect intracellular transport [Source:SGD;Acc:S000002390]","ENSG,ENSP"
949,"YDL232W","949.1","YDL232W","OST4","Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes protein asparagine-linked glycosylation; type I membrane protein required for incorporation of Ost3p or Ost6p into the OST complex [Source:SGD;Acc:S000002391]","ENSG,ENSP"
950,"YDL233W","950.1","YDL233W","MFG1","Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene [Source:SGD;Acc:S000002392]","ENSG,ENSP"
951,"YDL234C","951.1","YDL234C","GYP7","GTPase-activating protein for yeast Rab family members; members include Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro); involved in vesicle mediated protein trafficking; contains a PH-like domain [Source:SGD;Acc:S000002393]","ENSG,ENSP"
952,"YDL235C","952.1","YDL235C","YPD1","Osmotic stress-responsive phosphorelay intermediate sensor protein; phosphorylated by the plasma membrane sensor Sln1p in response to osmotic stress and then in turn phosphorylates the response regulators Ssk1p in the cytosol and Skn7p in the nucleus [Source:SGD;Acc:S000002394]","ENSG,ENSP"
953,"YDL236W","953.1","YDL236W","PHO13","Conserved phosphatase acting as a metabolite repair enzyme; shows specific dephosphorylating activity on two side-products of central carbohydrate metabolism, 2-phosphoglycolate and 4-phosphoerythronate; alkaline phosphatase specific for p-nitrophenyl phosphate; also has protein phosphatase activity; human ortholog PGP shows similar substrate specificity, deletion causes similar metabolite accumulation phenotypes, suggesting conserved role in eliminating glycolytic byproducts [Source:SGD;Acc:S000002395]","ENSG,ENSP"
954,"YDL237W","954.1","YDL237W","AIM6","Protein of unknown function; required for respiratory growth; YDL237W is not an essential gene [Source:SGD;Acc:S000002396]","ENSG,ENSP"
955,"YDL238C","955.1","YDL238C","GUD1","Guanine deaminase; a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures [Source:SGD;Acc:S000002397]","ENSG,ENSP"
956,"YDL239C","956.1","YDL239C","ADY3","Protein required for spore wall formation; subunit of the leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms a ring-like structure at the leading edge of the prospore membrane during meiosis II; mediates assembly of the LEP complex, formation of the ring-like structure via interaction with spindle pole body components and prospore membrane maturation; potentially phosphorylated by Cdc28p; ADY3 has a paralog, CNM67, that arose from the whole [Source:SGD;Acc:S000002398]","ENSG,ENSP"
957,"YDL240C-A","957.1","YDL240C-A","YDL240C-A","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species [Source:SGD;Acc:S000007601]","ENSG,ENSP"
958,"YDL240W","958.1","YDL240W","LRG1","GTPase-activating protein (GAP); contains Rho1p-specific GAP activity, interacting with activated forms of Rho1p; functions along with Sac7p as a negative regulator of the Pkc1p-mediated cell wall integrity signaling pathway; negative regulator of cell wall 1,3-beta-glucan biosynthesis; required for efficient cell fusion; contains a RhoGAP domain and three Lin-11-Isl1-Mec-3 (LIM) domains [Source:SGD;Acc:S000002399]","ENSG,ENSP"
959,"YDL241W","959.1","YDL241W","YDL241W","Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YDL241W is not an essential gene [Source:SGD;Acc:S000002400]","ENSG,ENSP"
960,"YDL242W","960.1","YDL242W","YDL242W","Putative protein of unknown function; conserved across S. cerevisiae strains [Source:SGD;Acc:S000002401]","ENSG,ENSP"
961,"YDL243C","961.1","YDL243C","AAD4","Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15, AAD6/AAD16 + AAD4, AAD10 + AAD14) whose two genes are more related to one another than to other members of the family [Source:SGD;Acc:S000002402]","ENSG,ENSP"
962,"YJR156C","962.1","YJR156C","THI11","Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5, THI11, THI12, and THI13; hydroxymethylpyrimidine is also known as HMP [Source:SGD;Acc:S000003917]","ENSG,ENSP"
963,"YJR158W","963.1","YJR158W","HXT16","Putative transmembrane polyol transporter; supports growth on and uptake of sorbitol with moderate affinity and mannitol with lower affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; similarity to hexose transporters; expression is repressed by high levels of glucose [Source:SGD;Acc:S000003919]","ENSG,ENSP"
964,"YDL246C","964.1","YDL246C","SOR2","Sorbitol dehydrogenase; protein sequence is 99% identical to the Sor1p sorbitol dehydrogenase [Source:SGD;Acc:S000002405]","ENSG,ENSP"
965,"YDL247W","965.1","YDL247W","MPH2","Alpha-glucoside permease; transports maltose, maltotriose, alpha-methylglucoside, and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication [Source:SGD;Acc:S000002406]","ENSG,ENSP"
966,"YDL247W-A","966.1","YDL247W-A","YDL247W-A","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species [Source:SGD;Acc:S000007602]","ENSG,ENSP"
967,"YDL248W","967.1","YDL248W","COS7","Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000002407]","ENSG,ENSP"
968,"YDR001C","968.1","YDR001C","NTH1","Neutral trehalase, degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; phosphorylated and activated by Cdc28p at the G1/S phase transition to coordinately regulate carbohydrate metabolism and the cell cycle; inhibited by Dcs1p; NTH1 has a paralog, NTH2, that arose from the whole genome duplication [Source:SGD;Acc:S000002408]","ENSG,ENSP"
969,"YDR002W","969.1","YDR002W","YRB1","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1 [Source:SGD;Acc:S000002409]","ENSG,ENSP"
970,"YDR003W","970.1","YDR003W","RCR2","Vacuolar protein; presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog, RCR1, that arose from the whole genome duplication [Source:SGD;Acc:S000002410]","ENSG,ENSP"
971,"YDR004W","971.1","YDR004W","RAD57","Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad55p [Source:SGD;Acc:S000002411]","ENSG,ENSP"
972,"YDR005C","972.1","YDR005C","MAF1","Highly conserved negative regulator of RNA polymerase III; involved in tRNA processing and stability; inhibits tRNA degradation via rapid tRNA decay (RTD) pathway; binds N-terminal domain of Rpc160p subunit of Pol III to prevent closed-complex formation; regulated by phosphorylation mediated by TORC1, protein kinase A, Sch9p, casein kinase 2; localizes to cytoplasm during vegetative growth and translocates to nucleus and nucleolus under stress conditions [Source:SGD;Acc:S000002412]","ENSG,ENSP"
973,"YDR006C","973.1","YDR006C","SOK1","Protein of unknown function; overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13 [Source:SGD;Acc:S000002413]","ENSG,ENSP"
974,"YDR007W","974.1","YDR007W","TRP1","Phosphoribosylanthranilate isomerase; catalyzes the third step in tryptophan biosynthesis; in 2004, the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA); enhances vegetative growth at low and high temperatures when used as an auxotrophic marker in strains such as W303 [Source:SGD;Acc:S000002414]","ENSG,ENSP"
975,"YDR008C","975.1","YDR008C","YDR008C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps TRP1/YDR007W on opposite strand [Source:SGD;Acc:S000002415]","ENSG,ENSP"
976,"YDR009W","976.1","YDR009W","GAL3","Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog, GAL1, that arose from the whole genome duplication [Source:SGD;Acc:S000002416]","ENSG,ENSP"
977,"YDR010C","977.1","YDR010C","YDR010C","Putative protein of unknown function; conserved across S. cerevisiae strains [Source:SGD;Acc:S000002417]","ENSG,ENSP"
978,"YDR011W","978.1","YDR011W","SNQ2","Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species [Source:SGD;Acc:S000002418]","ENSG,ENSP"
979,"YDR012W","979.1","YDR012W","RPL4B","Ribosomal 60S subunit protein L4B; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4B has a paralog, RPL4A, that arose from the whole genome duplication [Source:SGD;Acc:S000002419]","ENSG,ENSP"
980,"YDR013W","980.1","YDR013W","PSF1","Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery [Source:SGD;Acc:S000002420]","ENSG,ENSP"
981,"YDR014W","981.1","YDR014W","RAD61","Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin [Source:SGD;Acc:S000002421]","ENSG,ENSP"
982,"YDR016C","982.1","YDR016C","DAD1","Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis [Source:SGD;Acc:S000002423]","ENSG,ENSP"
983,"YDR017C","983.1","YDR017C","KCS1","Inositol hexakisphosphate and inositol heptakisphosphate kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis, stress response, RNA polymerase I-mediated rRNA transcription and telomere maintenance; inositol hexakisphosphate is also known as IP6; inositol heptakisphosphate is also known as IP7 [Source:SGD;Acc:S000002424]","ENSG,ENSP"
984,"YDR018C","984.1","YDR018C","YDR018C","Probable membrane protein with three predicted transmembrane domains; similar to C. elegans F55A11.5 and maize 1-acyl-glycerol-3-phosphate acyltransferase; YDR018C has a paralog, CST26, that arose from the whole genome duplication [Source:SGD;Acc:S000002425]","ENSG,ENSP"
985,"YDR019C","985.1","YDR019C","GCV1","T subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm [Source:SGD;Acc:S000002426]","ENSG,ENSP"
986,"YDR020C","986.1","YDR020C","DAS2","Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; weak similarity with uridine kinases and with phosphoribokinases [Source:SGD;Acc:S000002427]","ENSG,ENSP"
987,"YDR021W","987.1","YDR021W","FAL1","Nucleolar protein required for maturation of 18S rRNA; member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases; 18S rRNA biogenesis defect of the null mutant is functionally complemented by human EIF4A3 [Source:SGD;Acc:S000002428]","ENSG,ENSP"
988,"YDR022C","988.1","YDR022C","YDR022C","Autophagy-specific protein required for autophagosome formation; forms a complex with Atg17p and Atg29p that localizes other proteins to the pre-autophagosomal structure; constitutively phosphorylated, and phosphorylation of residue S174 is required for function; high-copy suppressor of CIK1 deletion [Source:SGD;Acc:S000002429]","ENSG,ENSP"
989,"YDR023W","989.1","YDR023W","SES1","Cytosolic seryl-tRNA synthetase; class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate, interacts with peroxin Pex21p [Source:SGD;Acc:S000002430]","ENSG,ENSP"
990,"YDR024W","990.1","YDR024W","FYV1","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; mutation decreases survival upon exposure to K1 killer toxin [Source:SGD;Acc:S000002431]","ENSG,ENSP"
991,"YDR025W","991.1","YDR025W","RPS11A","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S11 and bacterial S17; N-terminally propionylated in vivo; RPS11A has a paralog, RPS11B, that arose from the whole genome duplication [Source:SGD;Acc:S000002432]","ENSG,ENSP"
992,"YDR026C","992.1","YDR026C","NSI1","RNA polymerase I termination factor; binds to rDNA terminator element, required for efficient Pol I termination; required for rDNA silencing at NTS1; facilities association of Sir2p with NTS1, contributes to rDNA stability and cell longevity; interacts physically with Fob1p and RENT subunits, Sir2p and Net1p; may interact with ribosomes, based on co-purification experiments; Myb-like DNA-binding protein; NSI1 has a paralog, REB1, that arose from the whole genome duplication [Source:SGD;Acc:S000002433]","ENSG,ENSP"
993,"YDR027C","993.1","YDR027C","VPS54","Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; potentially phosphorylated by Cdc28p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p [Source:SGD;Acc:S000002434]","ENSG,ENSP"
994,"YDR028C","994.1","YDR028C","REG1","Regulatory subunit of type 1 protein phosphatase Glc7p; involved in negative regulation of glucose-repressible genes; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; REG1 has a paralog, REG2, that arose from the whole genome duplication [Source:SGD;Acc:S000002435]","ENSG,ENSP"
995,"YDR029W","995.1","YDR029W","YDR029W","Putative protein of unknown function; conserved among S. cerevisiae strains; YDR029W is not an essential gene [Source:SGD;Acc:S000002436]","ENSG,ENSP"
996,"YDR030C","996.1","YDR030C","RAD28","Protein involved in DNA repair; related to the human CSA protein that is involved in transcription-coupled repair nucleotide excision repair [Source:SGD;Acc:S000002437]","ENSG,ENSP"
997,"YDR031W","997.1","YDR031W","MIX14","Mitochondrial intermembrane space protein of unknown function; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002438]","ENSG,ENSP"
998,"YDR032C","998.1","YDR032C","PST2","Protein with similarity to a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; PST2 has a paralog, RFS1, that arose from the whole genome duplication [Source:SGD;Acc:S000002439]","ENSG,ENSP"
999,"YDR033W","999.1","YDR033W","MRH1","Protein that localizes primarily to the plasma membrane; also found at the nuclear envelope; long-lived protein that is asymmetrically retained in the plasma membrane of mother cells; the authentic, non-tagged protein is detected in mitochondria in a phosphorylated state; null mutation confers sensitivity to acetic acid [Source:SGD;Acc:S000002440]","ENSG,ENSP"
1000,"YDR034C","1000.1","YDR034C","LYS14","Transcriptional activator involved in regulating lysine biosynthesis; involved in the regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co-inducer [Source:SGD;Acc:S000002441]","ENSG,ENSP"
1001,"YDR034C-A","1001.1","YDR034C-A","YDR034C-A","Putative protein of unknown function; contained within the solo Ty1 LTR element YDRWdelta7 [Source:SGD;Acc:S000007233]","ENSG,ENSP"
1002,"YDR034W-B","1002.1","YDR034W-B","YDR034W-B","Predicted tail-anchored plasma membrane protein; contains conserved CYSTM module; related proteins in other organisms may be involved in response to stress; N- and C-terminal fusion proteins localize to the cell periphery; YDR034W-B has a paralog, YBR056W-A, that arose from the whole genome duplication [Source:SGD;Acc:S000007234]","ENSG,ENSP"
1003,"YDR035W","1003.1","YDR035W","ARO3","3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylalanine or high concentration of tyrosine or tryptophan [Source:SGD;Acc:S000002442]","ENSG,ENSP"
1004,"YDR036C","1004.1","YDR036C","EHD3","3-hydroxyisobutyryl-CoA hydrolase; member of a family of enoyl-CoA hydratase/isomerases; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; phosphorylated; mutation affects fluid-phase endocytosis [Source:SGD;Acc:S000002443]","ENSG,ENSP"
1005,"YDR037W","1005.1","YDR037W","KRS1","Lysyl-tRNA synthetase [Source:SGD;Acc:S000002444]","ENSG,ENSP"
1006,"YDR038C","1006.1","YDR038C","ENA5","Protein with similarity to P-type ATPase sodium pumps; member of the Na+ efflux ATPase family [Source:SGD;Acc:S000002445]","ENSG,ENSP"
1007,"YDR039C","1007.1","YDR039C","ENA2","P-type ATPase sodium pump; involved in Na+ efflux to allow salt tolerance; likely not involved in Li+ efflux [Source:SGD;Acc:S000002446]","ENSG,ENSP"
1008,"YDR041W","1008.1","YDR041W","RSM10","Mitochondrial ribosomal protein of the small subunit; has similarity to E. coli S10 ribosomal protein; essential for viability, unlike most other mitoribosomal proteins [Source:SGD;Acc:S000002448]","ENSG,ENSP"
1009,"YDR042C","1009.1","YDR042C","YDR042C","Putative protein of unknown function; expression is increased in ssu72-ts69 mutant [Source:SGD;Acc:S000002449]","ENSG,ENSP"
1010,"YDR043C","1010.1","YDR043C","NRG1","Transcriptional repressor; recruits the Cyc8p-Tup1p complex to promoters; mediates glucose repression and negatively regulates a variety of processes including filamentous growth and alkaline pH response; activated in stochastic pulses of nuclear localization in response to low glucose [Source:SGD;Acc:S000002450]","ENSG,ENSP"
1011,"YDR044W","1011.1","YDR044W","HEM13","Coproporphyrinogen III oxidase; oxygen-requiring enzyme that catalyzes sixth step in heme biosynthetic pathway; transcription is repressed by oxygen and heme (via Rox1p and Hap1p); human homolog CPOX can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid [Source:SGD;Acc:S000002451]","ENSG,ENSP"
1012,"YDR045C","1012.1","YDR045C","RPC11","RNA polymerase III subunit C11; mediates pol III RNA cleavage activity and is important for termination of transcription; homologous to TFIIS [Source:SGD;Acc:S000002452]","ENSG,ENSP"
1013,"YDR046C","1013.1","YDR046C","BAP3","Amino acid permease; involved in uptake of cysteine, leucine, isoleucine and valine; BAP3 has a paralog, BAP2, that arose from the whole genome duplication [Source:SGD;Acc:S000002453]","ENSG,ENSP"
1014,"YDR047W","1014.1","YDR047W","HEM12","Uroporphyrinogen decarboxylase; catalyzes the fifth step in the heme biosynthetic pathway; localizes to both the cytoplasm and nucleus; a hem12 mutant has phenotypes similar to patients with porphyria cutanea tarda [Source:SGD;Acc:S000002454]","ENSG,ENSP"
1015,"YDR048C","1015.1","YDR048C","YDR048C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF VMS1/YDR049W [Source:SGD;Acc:S000002455]","ENSG,ENSP"
1016,"YDR049W","1016.1","YDR049W","VMS1","Component of a Cdc48p-complex involved in protein quality control; exhibits cytosolic and ER-membrane localization, with Cdc48p, during normal growth, and contributes to ER-associated degradation (ERAD) of specific substrates at a step after their ubiquitination; forms a mitochondrially-associated complex with Cdc48p and Npl4p under oxidative stress that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD); conserved in C. elegans and humans [Source:SGD;Acc:S000002456]","ENSG,ENSP"
1017,"YDR050C","1017.1","YDR050C","TPI1","Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region; inhibition of Tpi1p activity by PEP (phosphoenolpyruvate) stimulates redox metabolism in respiring cells; E104D mutation in human homolog TPI1 causes a rare autosomal disease; human TPI1 can complement yeast null mutant [Source:SGD;Acc:S000002457]","ENSG,ENSP"
1018,"YDR051C","1018.1","YDR051C","DET1","Acid phosphatase; involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membrane; deletion confers sensitivity to nickel [Source:SGD;Acc:S000002458]","ENSG,ENSP"
